"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Mức giá internet","Mức giá nước","Mức giá điện","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","Thời gian dự kiến vào ở","Tiện ích","title","url","Đường vào"
"350 m²","","","","38 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","50 phòng","50 phòng","4 tầng","","","Bán CHDV tại Bình Trị Đông, Bình Tân, đầu tư một lần, thu lời dài hạn 8%/năm, 50 phòng, 38 tỷ","https://batdongsan.com.vn/ban-nha-rieng-phuong-binh-tri-dong/ban-chdv-tai-tan-dau-tu-mot-lan-thu-loi-dai-han-8-nam-50-phong-38-ty-pr42896499",""
"65 m²","Tây - Bắc","Đông - Nam","","2,5 tỷ","","","","Cơ bản","Hợp đồng mua bán","2 phòng","1 phòng","","","","Chính chủ bán cắt lỗ 200 triệu căn góc 2PN (65m2) tầng 15 tòa F Quy Nhơn Melody, cách biển 30m","https://batdongsan.com.vn/ban-condotel-duong-nguyen-trung-tin-phuong-nguyen-van-cu-prj-quy-nhon-melody/chinh-chu-ban-cat-lo-200-trieu-can-goc-2pn-65m2-tang-15-toa-f-cach-bien-30m-pr42099720",""
"22 m²","","Tây - Nam","6,75 m","1,7 triệu/tháng","Thỏa thuận","Thỏa thuận","Thỏa thuận","Cơ bản","","2 phòng","1 phòng","1 tầng","Ở ngay","Camera, PCCC","Cho thuê phòng mặt tiền đối diện chợ Thành Thái vừa ở vừa kinh doanh spa, gội đầu dưỡng sinh","https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-dang-thanh-chon-phuong-quang-trung-7/ahihi-cho-mat-tien-doi-dien-cho-thai-vua-o-vua-kinh-doanh-spa-goi-dau-sinh-pr42899497",""
"22 m²","","Tây - Nam","9 m","1,7 triệu/tháng","Thỏa thuận","","","Cơ bản","","2 phòng","1 phòng","1 tầng","Ở ngay","Camera, PCCC","Cho thuê phòng đối diện chợ Thành Thái gần trung tâm Quy Nhơn","https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-dang-thanh-chon-phuong-quang-trung-7/ahihi-cho-doi-dien-cho-thai-gan-tam-quy-nhon-pr42578361",""
"95 m²","","","7,5 m","28,5 tỷ","","","","Nội thất cao cấp.","Sổ đỏ","8 phòng","","5 tầng","","","Bán nhà Vĩnh Tuy, 95m2, MT 7.5m, ô tô vào nhà, giá 28.5 tỷ","https://batdongsan.com.vn/ban-nha-rieng-phuong-vinh-tuy/ban-95m2-mt-7-5m-o-to-vao-gia-28-5-ty-pr42722024",""
"88 m²","","Đông - Bắc","","6,5 tỷ","","","","","Sổ đỏ/ sổ hồng.","5 phòng","5 phòng","4 tầng","","","Bán nhanh nhà 1 trệt 3 lầu mới đẹp, Phạm Hồng Thái, P7, VT. Xe 7 chỗ vào nhà. 88m2 giá chỉ 6.5 tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-pham-hong-thai-phuong-7-13/ban-nh-1-tret-3-lau-moi-dep-dg-ph-p7-vt-xe-7-cho-vao-88m2-gia-chi-6-5-ti-pr40622158",""
"72 m²","","","6,8 m","7,2 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cần bán mảnh đất phố Thạch Bàn,ô tô vào đất,mặt tiền khủng,3bước Aeon Long Biên,gần cầu Vĩnh Tuy","https://batdongsan.com.vn/ban-dat-duong-nguyen-van-linh-phuong-thach-ban-1/can-manh-pho-o-to-vao-mat-tien-khung-3buoc-aeon-long-bien-gan-cau-vinh-tuy-pr42921605","6 m"
"45 m²","","","5 m","4,3 triệu/tháng","","","","Điều hòa, Tủ Lạnh, Nóng lạnh, Đệm, sen vòi, tủ bếp","","2 phòng","1 phòng","2 tầng","","","Cho thuê nhà riêng số 16 ngõ 69 phố Tư Đình, 2 thoáng, ngõ rộng 7m, đủ độ xịn, ô tô đỗ 24/7 m phí","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-tu-dinh-phuong-long-bien/cho-so-16-69-pho-2-thoang-ngo-2-o-to-du-do-xin-kd-nho-o-to-do-24-7-m-phi-pr37457290","7 m"
"60 m²","","Tây","5 m","13 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cần bán đất Cổ Linh, Thạch Bàn, Long Biên, Hà Nội","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-co-linh-phuong-thach-ban-1-prj-khu-nha-o-thach-ban/can-long-bien-ha-noi-pr42466210","12 m"
"45 m²","","","4,2 m","7,5 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","","","Siêu Phẩm Khu A38 Tư Đình Long Biên Cần Bán Gấp Ngõ Thông Nhà 45m Xây 5 Tầng MT 4,2 M Giá 7,5 Tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-tu-dinh-phuong-long-bien/sieu-pham-khu-a38-can-ban-gap-ngo-thong-45m-xay-5-tang-mt-4-2-m-gia-7-5-ty-pr42828464","3 m"
"90 m²","","Tây - Bắc","4,6 m","32 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Nhà đất 2 mặt tiền, mặt phố Ngô Gia Tự, vỉa hè rộng, DT 90m2 MT 4.6m, giá 32tỷ, đầu phố, KD sầm uất","https://batdongsan.com.vn/ban-nha-mat-pho-duong-ngo-gia-tu-phuong-ngoc-lam-2/dat-2-tien-via-he-rong-dt-90m-mt4-6-32-ty-dau-kd-sam-uat-pr42817153","50 m"
"81 m²","","Đông - Bắc","4,5 m","4,45 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chính chủ bán đất khu đô thị Hoà Vượng","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-pham-van-nghi-phuong-loc-vuong-prj-khu-do-thi-hoa-vuong/chinh-chu-ban-vuong-pr36687693","12 m"
"50 m²","","","4,5 m","16,3 tỷ","","","","Full nội thất xịn sò.","Sổ đỏ/ Sổ hồng","5 phòng","","7 tầng","","","Bán nhà 7 tầng thang máy - khu phân lô quân đội 918, cạnh sân golf Long Biên, 50m2. Lô góc, vỉa hè","https://batdongsan.com.vn/ban-nha-rieng-duong-dam-quang-trung-phuong-phuc-dong/ban-7-tang-thang-may-khu-phan-lo-quan-doi-918-canh-san-golf-long-bien-50m2-lo-goc-via-he-pr42916194","13 m"
"80 m²","","","","5,5 triệu/tháng","","","","","","2 phòng","2 phòng","2 tầng","","","Cho thuê nhà riêng Ngọc Lâm 100m2 2pn, 2wc giá 5.5 triệu/tháng","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-ngoc-lam-phuong-ngoc-lam-2/cho-100m-2pn-2wc-gia-5-5-trieu-thang-pr42331839",""
"39 m²","","","4 m","8,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","CỰC HIẾM- Bán nhà phố Vũ Tông Phan- Ô tô- Thang máy - 39 m, nhỉnh 8 tỷ","https://batdongsan.com.vn/ban-nha-rieng-pho-vu-tong-phan-phuong-khuong-dinh/cuc-hiem-ban-o-to-thang-may-39-m-nhinh-8-ty-pr42923792","4 m"
"40 m²","","","3,5 m","8,69 tỷ","","","","Đầy đủ.","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","5 tầng","","","Nhà đẹp quận Thanh Xuân, 20m ra mặt phố Vũ Trọng Phụng, 40m2, giá 8.69 tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-vu-trong-phung-phuong-thanh-xuan-trung/-dep-quan-20m-ra-mat-pho-40m2-gia-8-69-ty-pr42893619","3 m"
"100 m²","","","10 m","40 triệu/tháng","","","","","","","","1 tầng","","","Cho thuê mặt bằng kinh doanh nhà phố view thoáng tiện mở cafe, mặt tiền Ngụy Như Kon Tum 100m2","https://batdongsan.com.vn/cho-thue-nha-mat-pho-pho-nguy-nhu-kon-tum_1-phuong-thanh-xuan-trung/cho-bang-kinh-doanh-view-thoang-tien-mo-cafe-tien-tum-100m2-pr42691717",""
"55 m²","","","5 m","24 triệu/tháng","","","","Đầy đủ","","5 phòng","5 phòng","6 tầng","","","Nhà mới xây sửa, đẹp, thông sàn Thanh Xuân 55m2x7T MT5m full nội thất có thang máy, ngõ rộng 24tr","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-khuong-trung-phuong-khuong-trung/-moi-xay-sua-dep-thong-san-55m2x7t-mt5m-full-noi-that-co-thang-may-ngo-rong-24tr-pr42509247",""
"67 m²","","","","3,35 tỷ","","","","Cơ bản","Hợp đồng mua bán","2 phòng","2 phòng","","","","Cần bán căn The Golden Star Quận 7 ..67m,2pn,2wc,,,Gía siêu rẻ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-thi-thap-phuong-binh-thuan-3-prj-the-golden-star/-ban-quan-7-69m-2pn-2wc-gia-sieu-re-pr42149035",""
"80 m²","","","","Thỏa thuận","","","","Đầy đủ","Hợp đồng mua bán","2 phòng","2 phòng","","","","Chính chủ bán gấp căn hộ Altara Đà Nẵng view biển siêu đẹp, căn góc tầng cao, đầy đủ nội thất 5 sao","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-nguyen-giap-phuong-phuoc-my-prj-alphanam-luxury-apartment/chinh-chu-ban-gap-altara-da-nang-view-bien-sieu-dep-goc-tang-cao-day-du-noi-that-5-sao-pr42045395",""
"140 m²","","","7 m","20 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","","","Bán nhà 3 lầu hẻm 158 Hoàng Hoa Thám p12 Tân Bình (7x20) giá 20 tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-hoa-tham-phuong-12-10/ban-3-lau-hem-158-p12-tan-binh-7x20-gia-20-ty-pr42860647?source=ad&adid=2987502","8 m"
"75 m²","","","","Thỏa thuận","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Giá rẻ hơn thị trường 300tr tổng hợp căn hộ tại Masteri Thảo Điền. LH: 0903 037 *** Tiểu Hiền","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/gia-re-n-thi-truong-300tr-tong-p-tai-lh-tieu-hien-pr42805835",""
"61 m²","","","","Thỏa thuận","","","","","","2 phòng","","","","","Bán gấp CH Green Field Xô Viết Nghệ Tĩnh 2PN= 2,9 tỉ, 3PN= 3,9 tỉ. LH: 0932 789 *** Cường","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xo-viet-nghe-tinh-phuong-25-prj-green-field/ban-gap-ch-2pn-gia-2-5-ti-cho-vay-70-gia-tri-ch-lh-0932-789-518-pr29261979",""
"18 m²","Đông","Đông","","7 triệu/tháng","","","","Không nội thất","","2 phòng","2 phòng","1 tầng","","","Nhà 2PN. Vạn Kiếp, P3, Quận Bình Thạnh","https://batdongsan.com.vn/cho-thue-nha-rieng-pho-van-kiep-phuong-3-19/-2pn-p3-quan-binh-thanh-pr41500332","2 m"
"644 m²","","","43 m","88 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chỉ 88 tỷ sở hữu ngay khuôn đất có 1 - 0 - 2 góc 2 MT Ung Văn Khiêm 26 x 25m, GPXD 2 hầm 13 tầng","https://batdongsan.com.vn/ban-dat-duong-ung-van-khiem-phuong-25/chi-88-ty-so-huu-ngay-khuon-co-1-0-2-goc-2-mt-26-x-25m-gpxd-2-ham-13-tang-pr39306550","43 m"
"88 m²","","Đông","5,8 m","14,8 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất hiếm Nguyễn Văn Cừ, DT88m2, mặt tiền rộng, hai mặt ngõ thoáng trước sau, ngõ thông, khu vip","https://batdongsan.com.vn/ban-dat-duong-nguyen-van-cu-1-phuong-gia-thuy/ban-hiem-dt88m2-mat-tien-rong-hai-mat-ngo-thoang-truoc-sau-ngo-thong-khu-vip-pr41504871","45 m"
"54 m²","Đông - Nam","Đông - Bắc","","1,2 tỷ","","","","Đầy đủ","Đang chờ sổ","2 phòng","1 phòng","","","","Cần bán căn hộ chung cư tại Eureka Linh Trường, Thanh Hóa","https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-hoang-tien-1-prj-eureka-linh-truong/-ban-nghi-duong-tai-thanh-a-pr40087254",""
"52 m²","Tây - Bắc","Tây - Bắc","4,3 m","6,6 tỷ","","","","Đầy đủ.","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","4 tầng","","","Bán nhà 1T3L hẻm ô tô Lê Hồng Phong P. 7 TP. VT giá 6,6 tỷ TL vị trí đẹp khu dân trí an ninh","https://batdongsan.com.vn/ban-nha-rieng-duong-le-hong-phong-phuong-7-13/ban-1t3l-hem-o-to-p-p-7-tp-vt-gia-6-6-ty-tl-vi-tri-dep-khu-dan-tri-an-ninh-pr41807461","5 m"
"18 m²","","","","2,6 triệu/tháng","","","","Đầy đủ","","1 phòng","1 phòng","","","","Cho thuê phòng giá từ 2tr5 (ful nội thất) máy lạnh mới","https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-vo-thi-sau-phuong-thang-tam/cho-gia-tu-2tr-ful-noi-that-may-lanh-moi-pr39622325",""
"46,2 m²","","","4,7 m","2,9 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","1 tầng","","","Bán đất tặng nhà cấp 4 + 20m2 lưu không","https://batdongsan.com.vn/ban-nha-rieng-phuong-tran-hung-dao-7/ban-dat-tang-cap-4-20m2-luu-khong-pr42872369","7 m"
"73 m²","Tây - Nam","Đông - Bắc","","2,65 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","CHÍNH THỨC MỞ BÁN TOÀ REGAL TRÁI TIM THÀNH PHỐ VIỆT TRÌ Chỉ từ 1,3 tỷ/căn!","https://batdongsan.com.vn/ban-condotel-duong-hung-vuong-2-phuong-gia-cam-prj-vic-grand-square/chinh-thuc-mo-ban-toa-regal-trai-tim-thanh-pho-viet-tri-chi-tu-1-3-ty-can-pr42925753",""
"182 m²","Đông - Nam","Đông - Nam","9 m","32,5 tỷ","","","","Không nội thất","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","4 tầng","","","Cần bán biệt thự An Quý Villa. Hướng Đông Nam. Pháp lý sổ đỏ. LH 0983 983 ***","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-an-quy-villa-kdt-duong-noi/c-b-huong-dong-nam-phap-ly-so-do-lh-pr42822470","11,5 m"
"35 m²","","","","7,9 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","5 tầng","","","Bán NR 4PN, 4WC, 35m2 tại Nguyễn Viết Xuân, 7,9 tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-viet-xuan-phuong-quang-trung-17/ban-nr-4pn-4wc-35m2-tai-7-9-ty-pr42843292",""
"80 m²","","","5 m","650 triệu","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chuyên Nhận Kí Gửi - Mua Bán đất tại Khu Đô Thị Làng Sen Việt Nam- Long Châu Hội Phố.","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-tinh-lo-10-xa-duc-hoa-dong-prj-kdt-lang-sen-viet-nam/chuyen-nhan-ki-gui-mua-ban-tai-khu-do-thi-long-chau-hoi-pho-pr42260905","17 m"
"170 m²","","","9 m","28,5 tỷ","","","","Không nội thất","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","4 tầng","","","MỞ BÁN BIỆT THỰ SOLASTA, DƯƠNG NỘI. VỊ TRÍ ĐẸP NHẤT, DIỆN TÍCH 170M, 212M2. KÝ TRỰC TIẾP CHỦ ĐẦU TƯ","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-solasta-mansion-duong-noi/mo-ban-vi-tri-dep-nhat-dien-tich-170m-212m2-ky-truc-tiep-chu-dau-tu-pr42915576","12 m"
"93 m²","","","","8 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Bán nhanh căn 2 phòng ngủ R2 giá 8 tỷ Royal City đầy đủ nội thất; LH: 0985 676 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/ban-nhanh-2-phong-ngu-r2-gia-8-ty-day-du-noi-that-lh-pr41919697",""
"283 m²","","","","11 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","CĂN NHÀ 3 TẦNG ĐẸP KHÔNG GÓC CHẾT KHÁM PHÁ NGAY ĐỂ KHÔNG BỎ LỠ CƠ HỘI!","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-phan-vinh-phuong-tho-quang/can-3-tang-dep-khong-goc-chet-kham-pha-ngay-de-khong-bo-lo-co-hoi-pr42901913",""
"4.400 m²","","","20 m","30,5 tỷ","","","","","","","","","","","Cần bán 4400m2 đất tại mặt tiền Quốc lộ 20, Túc Trưng, huyện Định Quán, Đồng Nai","https://batdongsan.com.vn/ban-dat-duong-quoc-lo-20-xa-tuc-trung/can-ban-4400m2-tai-mat-tien-20-huyen-dinh-quan-dong-nai-pr42701408","10 m"
"80 m²","","","5 m","1,35 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Đất mặt tiền kinh doanh DT 80 m2, SHR, full thổ, ngay KCN, chợ, trường học, giá 1,350 tỷ","https://batdongsan.com.vn/ban-dat-duong-tinh-lo-825-xa-duc-hoa-dong/-mat-tien-kinh-doanh-dt-80-m2-shr-full-tho-ngay-kcn-cho-truong-hoc-gia-1-350-ty-pr42738604","12 m"
"102 m²","","Tây","5 m","1,2 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất tại xã An Viễn, Trảng Bom, Đồng Nai, 1,2 tỷ, 102m2, view đẹp hot!","https://batdongsan.com.vn/ban-dat-xa-an-vien-1/b-tai-trg-bom-dong-nai-1-2-ty-102m2-view-dep-hot-pr42920873","6 m"
"244 m²","","","10 m","30,9 tỷ","","","","","Sổ đỏ/ Sổ hồng.","","","","","","HIẾM !! Bán MT 10m 244m2 Châu Thị Vĩnh Tế - Tuyến phố ẩm thực phố Tây An Thượng Mỹ Khê","https://batdongsan.com.vn/ban-dat-duong-chau-thi-vinh-te-phuong-my-an/b-mt-10m-244m2-tuyen-pho-am-thuc-pho-tay-thuong-khe-pr42546695","7,5 m"
"223 m²","","","7,03 m","900 triệu","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chính chủ cần bán lô đất tại ấp Tân Thuận B, Bình Đức, Châu Thành, Tiền Giang. 900 triệu","https://batdongsan.com.vn/ban-dat-xa-binh-duc-2/chinh-chu-can-ban-lo-tai-ap-tan-thuan-b-chau-thanh-tien-giang-pr42884083","8 m"
"30 m²","","","","7,5 triệu/tháng","","","","Full nội thất mới 100%.","","1 phòng","1 phòng","","Ở ngay","","Cho thuê căn 1 phòng ngủ - tách bếp - bancol tại Quận 7","https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-lam-van-ben-phuong-tan-kieng/cho-can-ho-1-ngu-tach-bep-bancol-tai-quan-7-pr42915268","5 m"
"72 m²","","","4 m","12,5 tỷ","","","","Full","Sổ đỏ/ Sổ hồng","","","4 tầng","","","Ngộp bank bán rẻ 30% KDC Cư Xá Ngân Hàng - Trung tâm Quận 7, full nội thất, giá tốt, vào ở ngay","https://batdongsan.com.vn/ban-nha-mat-pho-duong-13-phuong-tan-thuan-tay-1/ngop-bank-ban-re-30-kdc-cu-xa-ngan-hang-moi-lam-99-full-noi-that-gia-tot-vao-o-ngay-pr36763432?source=ad&adid=2996279",""
"167 m²","","","","56 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán toà 7 tầng mặt tiền Lạc Long Quân, Phường 9, Tân Bình. DT: 8,05m x 21m, HDT: 130tr/tháng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-lac-long-quan-phuong-9-13/ban-toa-7-tang-tien-9-tan-binh-dt-8-05m-x-21m-hdt-130tr-thang-pr42827501",""
"114 m²","Đông - Nam","Tây - Bắc","","8 tỷ","","","","Cơ bản","Hợp đồng mua bán","3 phòng","2 phòng","","","","Bán căn hộ chung cư tại Sky 89, Hoàng Quốc Việt, Phú Thuận, Quận 7, TP.HCM, 8 tỷ, 114 m2 giá ưu đãi","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-sky-89/ban-tai-89-ang-quan-7-tp-hcm-8-ty-114-m2-gia-uu-dai-pr42882909?source=ad&adid=2993533",""
"61 m²","Đông - Nam","","","Thỏa thuận","","","","Đầy đủ","Hợp đồng mua bán","2 phòng","2 phòng","","","","Mở bán đợt 1 căn hộ cao cấp tại Ocean Park 2 - Giá chỉ 5x triệu/m2, giảm tới 14,3%, miễn lãi 30th","https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-nghia-tru-prj-masteri-trinity-square/mo-ban-dot-1-cao-cap-tai-ocean-park2-gia-chi-5x-trieu-m2-giam-toi-14-3-mien-lai-30thang-pr42746001",""
"50 m²","","","","17,2 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","7 tầng","","","Ảnh thật 100%. Phố Láng Hạ 50m², 7T thang máy, ôtô tải đỗ cửa, kinh doanh văn phòng, giá 17.2 tỷ","https://batdongsan.com.vn/ban-nha-rieng-pho-lang-ha-phuong-lang-ha/anh-tt-100-50m-7t-tng-may-oto-tai-do-cua-kinh-doanh-van-ng-gia-17-2-ty-pr42923900",""
"94,3 m²","","Đông - Nam","6,35 m","21 tỷ","","","","","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","","","Bán nhà trung tâm phố Đào Tấn gần Lotte, Hồ Tây 109m, chỉ 21 tỷ (thương lượng)","https://batdongsan.com.vn/ban-nha-rieng-duong-dao-tan-phuong-cong-vi/hang-hiem-chinh-chu-ban-trung-tam-hn-93-4m2-ngay-ba-dinh-ha-noi-phap-ly-sach-pr42219751",""
"102 m²","Đông - Nam","","3,2 m","22 triệu/tháng","","Theo nhà cung cấp","Theo nhà cung cấp","","","5 phòng","2 phòng","3 tầng","Ở ngay","","Nhà Nguyên Căn Hai Mặt Tiền Sang Xịn Mịn Cho Thuê","https://batdongsan.com.vn/cho-thue-nha-rieng-pho-phan-dang-luu-phuong-4-19/-moi-nguyen-can-3-tang-cho-thue-pr42521936","2,5 m"
"109 m²","","Đông - Bắc","6 m","1,85 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cần bán gấp lô đất ngay phường Hiệp An giá tốt","https://batdongsan.com.vn/ban-dat-duong-dx-089-phuong-hiep-an/c-b-gap-lo-ngay-gia-tot-pr42630753","7 m"
"160 m²","","","8 m","16,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","5 phòng","6 phòng","3 tầng","","","Chủ ngộp bank bán đất tặng căn biệt thự xây mới nội thất xịn xò đẳng cấp 8.2x20m","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-van-khoi-phuong-9-11/chu-ngop-bank-ban-dat-tang-can-xay-moi-noi-that-xin-xo-dang-cap-8-2x20m-pr42917810","8 m"
"62 m²","Đông - Nam","Đông - Nam","","2,98 tỷ","","","","Đầy đủ","Đang chờ sổ","1 phòng","1 phòng","","","","Chủ nhà cần tiền ban gấp căn hộ 1phong ngủ full nội thất diện tích 62m2 với căn hộ nằm ngay biển","https://batdongsan.com.vn/ban-condotel-phuong-bai-chay-prj-khu-do-thi-ha-long-marina/chu-nha-can-tien-ban-gap-can-ho-1phong-ngu-full-noi-that-dien-tich-62m2-voi-can-ho-nam-ngay-bien-pr42893419",""
"121,4 m²","Đông - Nam","Đông - Nam","","10 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Chính chủ cần bán căn 3pn (căn góc) DT 121.4m2 tại Imperia Graden, bc Đông Nam - tầng 16","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huy-tuong-phuong-thanh-xuan-trung-prj-imperia-garden/chinh-chu-ban-3pn-goc-dt-121m2-tai-graden-bc-dong-nam-tang-16-pr42502421",""
"140 m²","","","7 m","7,33 tỷ","","","","","Sổ đỏ","","","","","","Siêu vip, siêu hiếm Phạm Đình Hổ ngang 7m thông biển","https://batdongsan.com.vn/ban-dat-pho-pham-dinh-ho-phuong-hoa-minh/sieu-vip-sieu-hiem-ngang-7m-tng-bien-pr42606837","7,5 m"
"115 m²","Đông","Đông","22 m","15 triệu/tháng","Thỏa thuận","Theo nhà cung cấp","Theo nhà cung cấp","Không nội thất.","","3 phòng","3 phòng","4 tầng","Ở ngay","","Cho thuê nhà 3 MT ngay góc Phạm Văn Đồng 4 tầng xây chắc chắn view pháo hoa, cầu sông Hàn, 15tr/th","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-duong-dinh-nghe-phuong-phuoc-my/cho-3-mt-ngay-goc-pham-van-dong-4tang-xay-chac-chan-view-phao-hoa-cau-song-han-15tr-th-pr42465929","7 m"
"68 m²","Đông","Nam","","4,65 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Bán Căn hộ chung cư CT3 Nam Cường diện tích 68m2 giá 4,65 tỷ view nội khu.","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-co-nhue-1-prj-ct3-co-nhue/ban-nam-ong-dien-tich-68m2-gia-4-65-ty-view-noi-khu-pr42375887",""
"262 m²","","Tây - Bắc","7 m","1,38 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Kẹt tiền bán gấp nền đất mặt tiền đường Tỉnh 872B, Gò Công Tây, Tiền Giang thổ cư 100% giá 1,38 tỷ","https://batdongsan.com.vn/ban-dat-duong-dt-872b-xa-yen-luong-2/ket-tien-ban-gap-nen-mat-tien-tinh-go-cong-tay-tien-giang-tho-cu-100-gia-1-38-ty-pr40870431","16 m"
